event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR205941,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Velyka Pysarivka,50.4243,35.4799,1,Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched suspected FPV drone strikes and shelled Velyka Pysarivka, Sumy, with suspected 152mm artillery. Casualties unknown.",0,,1738712944
UKR205942,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Vyntorivka,52.2393,33.9533,1,Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched suspected drone strikes at Vyntorivka, Sumy. Casualties unknown.",0,,1738712944
UKR206085,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service,Other,"On 28 January 2025, Ukrainian Forces shelled Russian Donetsk Army Forces in Horlivka, Donetsk, with 155mm artillery, damaging houses, outbuildings and a car. Casualties unknown.",0,,1738712945
UKR206101,2025-01-28,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Ukrinform,Other-National,"Interception: On 28 January 2025, Russian Forces launched 100 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 65 drones, some of them over Dnipropetrovsk region (coded to Dnipro, Dnipropetrovsk). 28 decoy drones were lost likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1738712945
UKR206102,2025-01-28,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,3,Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Ukrinform,Other-National,"Interception: On 28 January 2025, Russian Forces launched 100 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 65 drones, some of them over Kirovohrad region (coded to Kropyvnytskyi, Kirovohrad). 28 decoy drones were lost likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1738712945
UKR206103,2025-01-28,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,3,Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Ukrinform,Other-National,"Interception: On 28 January 2025, Russian Forces launched 100 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 65 drones, some of them over Mykolaiv region (coded to Mykolaiv, Mykolaiv). 28 decoy drones were lost likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1738712945
UKR206104,2025-01-28,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,3,Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Ukrinform,Other-National,"Interception: On 28 January 2025, Russian Forces launched 100 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 65 drones, some of them over Zaporizhia region (coded to Zaporizhia, Zaporizhia). 28 decoy drones were lost likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1738712945
UKR206105,2025-01-28,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,3,Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Ukrinform,Other-National,"Interception: On 28 January 2025, Russian Forces launched 100 Shahed and decoy drones at targets in Ukraine. Ukrainian Forces intercepted 65 drones, some of them over Zhytomyr region (coded to Zhytomyr, Zhytomyr). 28 decoy drones were lost likely due to Ukrainian electronic warfare (EW) interference. No casualties.",0,,1738712945
UKR206132,2025-01-28,2025,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-) Marines,,State forces,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,3,Ministry of Defence of Ukraine,Other,"On 28 January 2025, Ukrainian Marines killed and injured 139 Russian soldiers (coded as 69 fatalities) and destroyed 5 vehicles, a mortar, a boat and 320 FPV drones of Russian forces during clashes and shelling in the Kherson region (coded to Kherson, Kherson).",69,,1738712945
UKR205900,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Bratenytsia,50.3523,35.6063,1,Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched suspected FPV drone strikes at Bratenytsia, Sumy. Casualties unknown.",0,,1739305046
UKR205906,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Hremyach,52.3344,33.2886,1,Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched suspected drone strikes at Hremyach, Chernihiv. Casualties unknown.",0,,1739305046
UKR205907,2025-01-28,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Hryshyne,48.329,37.0798,1,Liveuamap,Local partner-New media,"On 28 January 2025, Russian Forces launched air strikes at Hryshyne, Donetsk. Casualties unknown.",0,,1739305046
UKR205231,2025-01-28,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Dvorichna,49.8502,37.6826,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched assault actions on Ukrainian positions near Dvorichna, Kharkiv. Casualties unknown.",0,,1739921068
UKR205244,2025-01-28,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Kutkivka,49.8746,37.5932,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched assault actions on Ukrainian positions near Kutkivka, Kharkiv. Casualties unknown.",0,,1739921069
UKR205260,2025-01-28,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Novovasylivka,48.205,37.0421,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 28 January 2025, Russian Forces launched assault actions on Ukrainian positions near Novovasylivka, Donetsk. 146 Russian soldiers were killed and 129 Russian soldiers were injured in the area of Vodiane Druhe, Myroliubivka, Yelyzavetivka, Promin, Sukhyi Yar, Lysivka, Zelene, Vidrodzhennia, Shevchenko, Pokrovsk, Serhiivka, Udachne, Nadiivka, Uspenivka, Novovasylivka, Novooleksandrivka, Oleksiivka, Dachne, Ulakly, Bohdanivka and Kurakhove (coded as 146 fatalities split across 21 events. 7 fatalities coded to this event). Ukrainian Forces destroyed 4 motorcycles, 4 vehicles, a mortar, 2 electronic warfare devices and 2 UAV antennas of Russian Forces in Pokrovsk direction.",7,,1739921069
UKR205284,2025-01-28,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Udachnenska,Udachne,48.2405,36.9911,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 28 January 2025, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Udachne, Donetsk. 146 Russian soldiers were killed and 129 Russian soldiers were injured in the area of Vodiane Druhe, Myroliubivka, Yelyzavetivka, Promin, Sukhyi Yar, Lysivka, Zelene, Vidrodzhennia, Shevchenko, Pokrovsk, Serhiivka, Udachne, Nadiivka, Uspenivka, Novovasylivka, Novooleksandrivka, Oleksiivka, Dachne, Ulakly, Bohdanivka and Kurakhove (coded as 146 fatalities split across 21 events. 7 fatalities coded to this event). Ukrainian Forces destroyed 4 motorcycles, 4 vehicles, a mortar, 2 electronic warfare devices and 2 UAV antennas of Russian Forces in Pokrovsk direction. According to Russian sources, 520 Ukrainian soldiers were killed in the area of Shcherbynivka, Udachne, Andriivka, Novopavlivka and Tarasivka [Russian MoD reported 520 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event]. Overall fatalities coded as 9.",9,,1739921069
UKR205192,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Stepova Novoselivka,49.6607,37.8615,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Stepova Novoselivka, Kharkiv. Casualties unknown.",0,,1738695403
UKR205483,2025-01-27,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-) Air Force,,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Crimea,,,West Coast of Crimea,45.614,35.222,3,Suspilne Media,National,"Interception: On 27 January 2025, according to Russian sources, Russia Forces intercepted 3 Ukrainian UAVs over occupied Crimea (coded to West Coast of Crimea). No casualties.",0,,1738695406
UKR205548,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Druzhbivska,Mykytske,52.0414,34.0919,1,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces shelled Mykytske, Sumy, with suspected 152mm artillery. Casualties unknown.",0,,1738695406
UKR205561,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Serhiivske,52.2216,32.8783,1,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces shelled Serhiivske, Chernihiv, with suspected 120mm mortars. Casualties unknown.",0,,1738695407
UKR205856,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bila Bereza,51.7339,34.3415,1,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched air strikes, drone strikes and shelled Bila Bereza, Sumy, with suspected 120mm mortars. Casualties unknown.",0,,1738695408
UKR204966,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kindrashivska,Kindrashivka,49.7686,37.5795,1,Suspilne Media; Ukrinform,National,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Kindrashivka, Kharkiv, damaging houses. A civilian was injured.",0,,1738712938
UKR204967,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,Novoye Vremya Ukraine; Ukrinform,National,"On 27 January 2025, Russian Forces shelled Nikopol, Dnipropetrovsk, with artillery, damaging an inductrial enterprise. 5 civilians were injured.",0,,1738712938
UKR205134,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Andriivka,48.0216,37.0568,2,Deep State; Institute for the Study of War,Other-National,"On 27 January 2025, Russian Forces advanced near Andriivka, Donetsk, following clashes with Ukrainian Forces. Casualties unknown.",0,,1738712939
UKR205135,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Antonivka,46.6799,32.6925,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Antonivka, Kherson. According to Russian sources, 40 Ukrainian soldiers were killed in the area of Stepnohirsk, Novopokrovka, Robotyne, Antonivka and Kherson [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1738712939
UKR205136,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Bahatyr,47.9931,36.9391,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces clashed with Ukrainian Forces near Novovasylivka, Donetsk. According to Russian sources, 115 Ukrainian soldiers were killed in the area of Bahatyr, Vremivka and Rivnopil [Russian MoD reported 115 fatalities. Coded as 10 fatalities split across 3 events. 4 fatalities coded to this event].",4,,1738712939
UKR205137,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Baranivka,48.3204,37.5371,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Baranivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205138,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Bila Hora,48.4837,37.8688,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Bila Hora, Donetsk. Casualties unknown.",0,,1738712939
UKR205139,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Bilohorivka,48.7329,38.2154,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Bilohorivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205140,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Olhynska,Bohdanivka,47.6298,37.7563,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Bohdanivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205141,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine; WarGonzo,Other-National,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded here), near Chasiv Yar, Donetsk. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Chasiv Yar, Dachne, Yantarne, Verkhnokamianske, Zelenivka and Orikhovo-Vasylivka [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1738712939
UKR205142,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Dachne,47.9927,37.18,2,Deep State; Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine; WarGonzo,Other-National,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Chasiv Yar), and advanced near Dachne, Donetsk. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Chasiv Yar, Dachne, Yantarne, Verkhnokamianske, Zelenivka and Orikhovo-Vasylivka [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1738712939
UKR205144,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Dyliivka,48.4262,37.8761,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Dyliivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205145,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Hlushkivka,49.5858,37.7083,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Hlushkivka, Kharkiv. Casualties unknown.",0,,1738712939
UKR205146,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Hrekivka,49.245,37.9205,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Hrekivka, Luhansk. Casualties unknown.",0,,1738712939
UKR205147,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Selydivska,Hryhorivka,48.1631,37.23,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions, including territorial defense units (coded to Kopanky), near Hryhorivka, Donetsk. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205148,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Ivanivka,49.1092,37.9468,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions, including territorial defense units (coded to Kopanky), near Ivanivka, Donetsk. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. No fatalities coded to this event].",0,,1738712939
UKR205149,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Kherson, Kherson. According to Russian sources, 40 Ukrainian soldiers were killed in the area of Stepnohirsk, Novopokrovka, Robotyne, Antonivka and Kherson [Russian MoD reported 40 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1738712939
UKR205150,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Kolisnykivka,49.5713,37.7169,2,Institute for the Study of War,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Kolisnykivka, Kharkiv. Casualties unknown.",0,,1738712939
UKR205151,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Kolodiazi,49.0829,37.881,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Kolodiazi, Donetsk. Casualties unknown.",0,,1738712939
UKR205152,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Kopanky,49.3699,37.8513,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded here), near Kopanky, Kharkiv. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205153,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Kostiantynopil,47.9985,37.0374,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Kostiantynopil, Donetsk. Casualties unknown.",0,,1738712939
UKR205154,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Kotliarivka,48.141,36.9342,2,Ministry of Defence of Ukraine,Other,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions near Kotliarivka, Donetsk. Casualties unknown.",0,,1738712939
UKR205155,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Kotlyne,48.2554,37.05,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Lysivka), near Kotlyne, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Krymske, Lysivka, Zvirove, Novoyelyzavetivka, Vozdvyzhenka, Yasenove and Novovasylivka [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 10 events. 1 fatality coded to this event].",1,,1738712939
UKR205156,2025-01-27,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Krasne Pershe,49.9438,37.7553,2,Ministry of Defence of Russia,Regional,"On 27 January 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions, including territorial defense units (coded to Kopanky), near Krasne Pershe, Kharkiv. According to Russian sources, 330 Ukrainian soldiers were killed in the area of Pischane, Lozova, Kopanky, Makiivka, Topoli, Zapadne, Zelenyi Hai, Krasne Pershe, Yampolivka, Hryhorivka and Ivanivka [Russian MoD reported 330 fatalities. Coded as 10 fatalities split across 11 events. 1 fatality coded to this event].",1,,1738712939
UKR205157,2025-01-27,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Krymske,48.4097,37.8665,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 27 January 2025, Russian Forces launched assault actions on Ukrainian positions, including territorial defense units (coded to Lysivka), near Krymske, Donetsk. According to Russian sources, 600 Ukrainian soldiers were killed in the area of Toretsk, Shcherbynivka, Kotlyne, Krymske, Lysivka, Zvirove, Novoyelyzavetivka, Vozdvyzhenka, Yasenove and Novovasylivka [Russian MoD reported 600 fatalities. Coded as 10 fatalities split across 10 events. 1 fatality coded to this event].",1,,1738712939
