event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR208803,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) National Guard,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Nova Kruhliakivka,49.4758,37.7203,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including national guard (coded here), some near Nova Kruhliakivka, Kharkiv. According to Russian sources, the Ukrainian military lost up to 200 soldiers near Topoli, Kindrashivka, Holubivka, Nova Kruhliakivka, Borova, Shyikivka, Yampil and Serebrianka forestry [Russian MoD reported 200 fatalities. Coded as 10 fatalities across 8 events. 1 fatality coded here].",1,,1740511209
UKR208846,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Krasnopilska,Stepok,50.8508,35.3941,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Stepok, Sumy, presumably with a bomber-drone. Casualties unknown.",0,,1740511210
UKR208552,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Borova,49.3777,37.6214,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian air forces struck multiple Ukrainian units, including national guard (coded to Nova Kruhliakivka), some near Borova, Kharkiv. According to Russian sources, the Ukrainian military lost up to 200 soldiers near Topoli, Kindrashivka, Holubivka, Nova Kruhliakivka, Borova, Shyikivka Yampil and Serebrianka forestry [Russian MoD reported 200 fatalities. Coded as 10 fatalities across 8 events. 1 fatality coded here].",1,,1740519992
UKR208618,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Kostiantynivka,48.5333,37.7166,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian air forces struck multiple Ukrainian units, including International legion (coded to Chasiv Yar), some near Kostiantynivka, Donetsk. According to Russian sources, the Ukrainian military lost up to 220 soldiers near Siversk, Riznykivka, Slovyansk, Vasyukivka, Kramatorsk, Novomarkove, Bilokuzmynivka, Chasiv Yar, Stupochky, Kostiantynivka, Ulakly [Russian MoD reported 220 fatalities. Coded as 10 fatalities across 11 events. 1 fatality coded here].",1,,1740519992
UKR208625,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian air forces struck multiple Ukrainian units, including international legion (coded to Chasiv Yar), some near Kramatorsk, Donetsk. According to Russian sources, the Ukrainian military lost up to 220 soldiers near Siversk, Riznykivka, Slovyansk, Vasyukivka, Kramatorsk, Novomarkove, Bilokuzmynivka, Chasiv Yar, Stupochky, Kostiantynivka, Ulakly [Russian MoD reported 220 fatalities. Coded as 10 fatalities across 11 events. 1 fatality coded here].",1,,1740519992
UKR208657,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Marines,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian air forces struck multiple Ukrainian units, including marines (coded here) and national guard (coded to Toretsk), some near Myrnohrad, Donetsk. According to Russian sources, the Ukrainian military lost up to 375 soldiers near Shcherbynivka, Myrnohrad, Toretsk, Udachne, Uspenivka, Novoandriivka, Andriivka [Russian MoD reported 375 fatalities. Coded as 10 fatalities across 7 events. 2 fatalities coded here].",2,,1740519993
UKR208696,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian air forces struck multiple Ukrainian units, including international legion (coded to Chasiv Yar), some near Slovyansk, Donetsk. According to Russian sources, the Ukrainian military lost up to 220 soldiers near Siversk, Riznykivka, Slovyansk, Vasyukivka, Kramatorsk, Novomarkove, Bilokuzmynivka, Chasiv Yar, Stupochky, Kostiantynivka, Ulakly [Russian MoD reported 220 fatalities. Coded as 10 fatalities across 11 events. 1 fatality coded here].",1,,1740519993
UKR208716,2025-02-21,2025,1,Political violence,Battles,Non-state actor overtakes territory,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Novoliubivka,49.1555,37.9502,1,Ministry of Defence of Russia,Regional,"On 21 February 2025, according to Russian forces, following an armed clash with the Ukrainian military, Russian forces seized Novoliubivka, Luhansk. Casualties unknown.",0,,1740519993
UKR208719,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Andriivka,48.0216,37.0568,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian and Ukrainian military forces clashed near Andriivka, Donetsk. Russian forces hit (likely by artillery as the most common event) multiple Ukrainian units, including marines (coded to Myrnohrad) and national guard (coded to Toretsk), some near Andriivka. According to Russian sources, the Ukrainian military lost up to 375 soldiers near Shcherbynivka, Myrnohrad, Toretsk, Udachne, Uspenivka, Novoandriivka, Andriivka [Russian MoD reported 375 fatalities. Coded as 10 fatalities across 7 events. 1 fatality coded here]. The Russian military lost 245 soldiers, 141 of them irreversible (coded as fatalities), near Vodiane Druhe, Yelyzavetivka, Svyrydonivka, Promin, Pishchane, Serhiivka, Andriivka, Ulakly, Udachne, Nadiivka and Molodetske (141 fatalities split across 11 events and coded as 12. Overall fatalities for this event coded as 13).",13,,1740519993
UKR208720,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Antonivka,46.6799,32.6925,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Antonivka, Kherson. Casualties unknown.",0,,1740519993
UKR208721,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Arkhypivka,52.2355,32.8243,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Arkhypivka, Chernihiv, presumable with a bomber-drone and FPV-drones. Casualties unknown.",0,,1740519993
UKR208722,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.2775,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Bachivsk, Sumy, presumably with FPV-drones and a mortar. Casualties unknown.",0,,1740519993
UKR208723,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Bahatyr,47.9931,36.9391,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including territorial defence (coded to Kostiantynopil), some near Bahatyr, Donetsk. According to Russian sources, the Ukrainian military lost up to 160 soldiers near Kostiantynopil, Bahatyr, Burlatske, Temyrivka, Huliapole [Russian MoD reported 160 fatalities. Coded as 10 fatalities across 5 events. 2 fatalities coded here].",2,,1740519993
UKR208724,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,,,,State forces only,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Bakhmut,48.5956,37.9999,1,WarGonzo,National,"On 21 February 2025, Ukrainian military forces shelled Bakhmut, Donetsk. Casualties unknown.",0,,1740519993
UKR208725,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Baranivka,51.9219,34.1846,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Baranivka, Sumy, presumable with FPV-drones. Casualties unknown.",0,,1740519993
UKR208726,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Beryslav, Kherson. Casualties unknown.",0,,1740519993
UKR208727,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Bilokuzmynivka,48.6516,37.6775,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including International legion (coded to Chasiv Yar), some near Bilokuzmynivka, Donetsk. According to Russian sources, the Ukrainian military lost up to 220 soldiers near Siversk, Riznykivka, Slovyansk, Vasyukivka, Kramatorsk, Novomarkove, Bilokuzmynivka, Chasiv Yar, Stupochky, Kostiantynivka, Ulakly [Russian MoD reported 220 fatalities. Coded as 10 fatalities across 11 events. 1 fatality coded here].",1,,1740519993
UKR208728,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,2,Suspilne Media,National,"On 21 February 2025, Russian drones struck the Bilopillia community (coded to Bilopillia, Sumy). Casualties unknown.",0,,1740519993
UKR208729,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Bilozerka,46.6248,32.4425,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Bilozerka, Kherson. Casualties unknown.",0,,1740519993
UKR208730,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kharkiv,Lozivskyi,Blyzniukivska,Blyzniuky,48.8578,36.5551,1,Suspilne Media,National,"On 21 February 2025, Russian drones struck a local enterprise in Blyzniuky, Kharkiv. Casualties unknown.",0,,1740519993
UKR208731,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bobylivka,51.7784,34.4138,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Bobylivka, Sumy, presumably with FPV-drones. Casualties unknown.",0,,1740519993
UKR208733,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Bratenytsia,50.3523,35.6063,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Bratenytsia, Sumy, presumable with FPV-drones. Casualties unknown.",0,,1740519993
UKR208734,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Burhunka,46.8118,33.2251,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Burhunka, Kherson. Casualties unknown.",0,,1740519993
UKR208735,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Komarska,Burlatske,47.8875,36.744,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 21 February 2025, Russian and Ukrainian military forces clashed near Burlatske, Donetsk. Russian forces hit (likely by artillery as the most common event) multiple Ukrainian units, including territorial defence (coded to Kostiantynopil), some near Burlatske. According to Russian sources, the Ukrainian military lost up to 160 soldiers near Kostiantynopil, Bahatyr, Burlatske, Temyrivka, Huliapole [Russian MoD reported 160 fatalities. Coded as 10 fatalities across 5 events. 2 fatalities coded here].",2,,1740519993
UKR208736,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Charivne,47.58,36.034,1,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck Charivne, Zaporizhia. There were no casualties.",0,,1740519993
UKR208737,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) International Legion,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,Chasiv Yar,48.5869,37.8324,2,Ministry of Defence of Russia; Ministry of Defence of Ukraine; WarGonzo,Other-National,"On 21 February 2025, Russian and Ukrainian military clashed near Chasiv Yar, Donetsk. Russian air forces and artillery struck multiple Ukrainian units, including International legion (coded here), some near Chasiv Yar. According to Russian sources, the Ukrainian military lost up to 220 soldiers near Siversk, Riznykivka, Slovyansk, Vasyukivka, Kramatorsk, Novomarkove, Bilokuzmynivka, Chasiv Yar, Stupochky, Kostiantynivka, Ulakly [Russian MoD reported 220 fatalities. Coded as 10 fatalities across 11 events. 1 fatality coded here].",1,,1740519993
UKR208738,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Cherkasy region (coded to Cherkasy, Cherkasy).",0,,1740519993
UKR208739,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.5055,31.2849,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Chernihiv region (coded to Chernihiv, Chernihiv).",0,,1740519993
UKR208740,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck the Chervonohryhorivka community (coded to Chervonohryhorivka, Dnipropetrovsk). There were no casualties.",0,,1740519993
UKR208741,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Chervonyi Mayak,46.9494,33.5995,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Chervonyi Mayak, Kherson. Casualties unknown.",0,,1740519993
UKR208742,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Sveska,Demyanivka,51.9549,34.1244,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Demyanivka, Sumy, presumably with FPV-drones and a barrel artillery. Casualties unknown.",0,,1740519993
UKR208743,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Dmytrivka,50.394,35.5643,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Dmytrivka, Sumy, presumable with a bomber-drone and a FPV-drone. An object of critical infrastructure was damaged. Casualties unknown.",0,,1740519993
UKR208744,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Dnipropetrovsk region (coded to Dnipro, Dnipropetrovsk).",0,,1740519993
UKR208745,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Dniprovske,46.5898,32.4684,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including territorial defence (coded to Dniprovske), some near Dniprovske, Kherson. According to Russian sources, the Ukrainian military lost up to 85 soldiers near Mala Tokmachka, Sadove, Dniprovske [Russian MoD reported 85 fatalities. Coded as 10 fatalities across 3 events. 3 fatalities coded here].",3,,1740519993
UKR208746,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Dudchany,47.1879,33.7807,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Dudchany, Kherson. Casualties unknown.",0,,1740519993
UKR208747,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Dvorichna,49.8502,37.6826,2,Institute for the Study of War,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Dvorichna, Kharkiv. Casualties unknown.",0,,1740519993
UKR208748,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Dyliivka,48.4262,37.8761,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Dyliivka, Donetsk. Casualties unknown.",0,,1740519993
UKR208749,2025-02-21,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Dvorichanska,Fyholivka,49.8986,37.7015,2,Institute for the Study of War,Other,"On 21 February 2025, Russian and Ukrainian military clashed near Fyholivka, Kharkiv. Casualties unknown.",0,,1740519993
UKR208750,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Konotopskyi,Novoslobidska,Hirky,51.368,34.3045,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Hirky, Sumy, presumably with a FPV-drone and a mortar. Casualties unknown.",0,,1740519993
UKR208751,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kindrashivska,Holubivka,49.7499,37.6305,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) multiple Ukrainian units, including national guard (coded to Nova Kruhliakivka), some near Holubivka, Kharkiv. According to Russian sources, the Ukrainian military lost up to 200 soldiers near Topoli, Kindrashivka, Holubivka, Nova Kruhliakivka, Borova, Shyikivka Yampil and Serebrianka forestry [Russian MoD reported 200 fatalities. Coded as 10 fatalities across 8 events. 1 fatality coded here].",1,,1740519993
UKR208752,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service,Other,"On 21 February 2025, Ukrainian military forces shelled DPR's forces in Horlivka, Donetsk, damaging residential buildings, critical infrastructure and educational facilities. Casualties unknown.",0,,1740519993
UKR208753,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Hrodivka,48.2629,37.3789,2,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian air forces struck near Hrodivka, Donetsk. Casualties unknown.",0,,1740519993
UKR208754,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Huliaipole,47.6639,36.2563,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian air forces, drones and artillery struck multiple Ukrainian units, including territorial defence (coded to Kostiantynopil), some near Huliaipole, Zaporizhia. According to Russian sources, the Ukrainian military lost up to 160 soldiers near Kostiantynopil, Bahatyr, Burlatske, Temyrivka, Huliapole [Russian MoD reported 160 fatalities. Coded as 10 fatalities across 5 events. 2 fatalities coded here].",2,,1740519993
UKR208755,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Huta-Studenetska,52.0031,32.1858,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Huta-Studenetska, Chernihiv, presumable with a mortar and barrel artillery. Casualties unknown.",0,,1740519993
UKR208756,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Ivanivka,47.4681,33.3823,1,Suspilne Media,National,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Ivanivka, Kherson. Casualties unknown.",0,,1740519993
UKR208757,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-) Territorial Defense Forces,,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Izbytske,50.2033,36.7417,2,Ministry of Defence of Russia,Regional,"On 21 February 2025, Russian military forces hit (likely by artillery as the most common event) Ukrainian territorial defence near Izbytske, Kharkiv. According to Russian sources, the Ukrainian military lost up to 40 soldiers near Vovchansk and Izbytske [Russian MoD reported 40 fatalities. Coded as 10 fatalities across 2 events. 5 fatalities coded here].",5,,1740519993
UKR208758,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Kamianka,52.0975,33.8867,1,Ministry of Defence of Ukraine,Other,"On 21 February 2025, Russian forces hit Kamianka, Sumy, presumable with barrel artillery and MLRS. Casualties unknown.",0,,1740519993
UKR208759,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Vasylivska,Kamianske,47.5424,35.3662,1,Suspilne Media,National,"On 21 February 2025, Russian drones and artillery struck Kamianske, Zaporizhia. There were no casualties.",0,,1740519993
UKR208760,2025-02-21,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Malodanylivska,Karavan,50.0654,36.1282,1,Ukrinform,National,"On 21 February 2025, Russian drones struck Karavan, Kharkiv. Casualties unknown.",0,,1740519993
UKR208761,2025-02-21,2025,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,3,Suspilne Media,National,"Interception: On 21 February 2025, Ukrainian military forces intercepted 87 Russian kamikaze-drones over several regions, some over the Kharkiv region (coded to Kharkiv, Kharkiv).",0,,1740519993
