mine,mineLabel,mineral,mineralLabel,coordinates,lon,lat,country,countryLabel
http://www.wikidata.org/entity/Q16999492,Mamatwan mine,http://www.wikidata.org/entity/Q731,manganese,Point(22.9812527 -27.3765691),22.9812527,-27.3765691,http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q21839548,Hotazel mine,http://www.wikidata.org/entity/Q731,manganese,Point(22.9724121 -27.2063964),22.9724121,-27.2063964,http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q16968936,South Deep uranium mine,http://www.wikidata.org/entity/Q1098,uranium,Point(27.666666666 -26.416666666),27.666666666,-26.416666666,http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q16969104,Driefontein mine,http://www.wikidata.org/entity/Q1098,uranium,Point(27.50277778 -26.41972222),27.50277778,-26.41972222,http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q16975881,Hartebeestfontein mine,http://www.wikidata.org/entity/Q1098,uranium,Point(26.8264 -26.8299),26.8264,-26.8299,http://www.wikidata.org/entity/Q258,South Africa
http://www.wikidata.org/entity/Q3314825,Nasa silver mine,http://www.wikidata.org/entity/Q1090,silver,Point(15.40333333 66.47388889),15.40333333,66.47388889,http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q7447147,Sekenke Gold Mine,http://www.wikidata.org/entity/Q1090,silver,Point(34.25 -3.95),34.25,-3.95,http://www.wikidata.org/entity/Q924,Tanzania
http://www.wikidata.org/entity/Q107716058,South Terras mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-4.90529 50.33544),-4.90529,50.33544,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q60201947,Pioneer Mine,http://www.wikidata.org/entity/Q677,iron,Point(-91.860833333 47.911944444),-91.860833333,47.911944444,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16251866,Artillery Peak mine,http://www.wikidata.org/entity/Q731,manganese,Point(-113.5696 34.345),-113.5696,34.345,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16999929,Maple Mountain mine,http://www.wikidata.org/entity/Q731,manganese,Point(-68.014397 46.398419),-68.014397,46.398419,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5132813,Cliff mine,http://www.wikidata.org/entity/Q1090,silver,Point(-88.3137 47.373),-88.3137,47.373,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7376350,Ruby Mining District,http://www.wikidata.org/entity/Q1090,silver,Point(-119.737 48.5022),-119.737,48.5022,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7546613,Smuggler Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-106.806 39.1925),-106.806,39.1925,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7641530,Sunshine Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-116.066 47.5154),-116.066,47.5154,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7655363,Sweet Home Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-106.119 39.3128),-106.119,39.3128,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q14680730,Silver King Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-111.089 33.3303),-111.089,33.3303,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q15223726,Hermosa mine,http://www.wikidata.org/entity/Q1090,silver,Point(-110.70972222 31.45611111),-110.70972222,31.45611111,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16964983,Waterloo mine,http://www.wikidata.org/entity/Q1090,silver,Point(-110.65 46.5),-110.65,46.5,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q49396889,American Girl Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-114.786944444 32.855277777),-114.786944444,32.855277777,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q49404104,Cerro Colorado Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-111.2725 31.658888888),-111.2725,31.658888888,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5599961,Great Sierra Mine Historic Site,http://www.wikidata.org/entity/Q1090,silver,Point(-119.268451501 37.927965822),-119.268451501,37.927965822,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5736548,Hercules silver mine,http://www.wikidata.org/entity/Q1090,silver,Point(-115.81 47.5425),-115.81,47.5425,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5890469,Homestake Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-114.596 35.2019),-114.596,35.2019,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q6016248,Independence mine,http://www.wikidata.org/entity/Q1090,silver,Point(-115.394166666 45.148888888),-115.394166666,45.148888888,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q6072749,Iron Mountain Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-122.528 40.6722),-122.528,40.6722,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q6502537,Lavender Pit,http://www.wikidata.org/entity/Q1090,silver,Point(-109.899166666 31.431944444),-109.899166666,31.431944444,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q6864549,Minesota Mine,http://www.wikidata.org/entity/Q1090,silver,Point(-89.17493333 46.72993333),-89.17493333,46.72993333,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q22060787,Troy Mine,http://www.wikidata.org/entity/Q1090,silver,http://www.wikidata.org/.well-known/genid/3eaceeef937d23cc671798be6246d836,http://www.wikidata.org/.well-known/genid/3eaceeef937d23cc671798be6246d836,http://www.wikidata.org/.well-known/genid/3eaceeef937d23cc671798be6246d836,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q4741884,Ambrosia Lake,http://www.wikidata.org/entity/Q1098,uranium,Point(-107.821 35.419),-107.821,35.419,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5133645,Climax Uranium Mill,http://www.wikidata.org/entity/Q1098,uranium,Point(-108.554559 39.054629),-108.554559,39.054629,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7545280,Smith Ranch-Highland,http://www.wikidata.org/entity/Q1098,uranium,Point(-105.685 43.0537),-105.685,43.0537,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16833686,Arizona One mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-112.806 36.5078),-112.806,36.5078,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16969107,Pine Nut mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-112.726 36.5136),-112.726,36.5136,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16978192,Willow Creek mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-106.038 43.8031),-106.038,43.8031,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q87360402,Oyler Mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-111.230833333 38.259166666),-111.230833333,38.259166666,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q5189072,Crow Butte,http://www.wikidata.org/entity/Q1098,uranium,Point(-103.357 42.6455),-103.357,42.6455,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q6842887,Midnite Mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-118.093 47.9417),-118.093,47.9417,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q21714695,Sherwood Mine,http://www.wikidata.org/entity/Q1098,uranium,Point(-118.1165886 47.8747923),-118.1165886,47.8747923,http://www.wikidata.org/entity/Q30,United States
